Date,City,Country,Parent_Category,Sub_Category,Sales,Profit,Lat,Lon
2025-04-11,Vancouver,Canada,Data Analytics,BI Dashboard Pro,5995.3015915905125,2308.7779806720946,49.2827,-123.1207
2025-12-07,Miami,United States,Data Analytics,BI Dashboard Pro,15989.809220010513,6371.465542669982,25.7617,-80.1918
2025-09-02,Miami,United States,Apparel,ME-U Hoodie,9286.503506793233,3975.9035300164232,25.7617,-80.1918
2025-01-16,Dartmouth,Canada,Apparel,ME-U Hoodie,9129.942706450252,2663.603169711493,44.6662,-63.5682
2026-02-01,Vancouver,Canada,Data Analytics,Server Rack,20760.84939810048,7779.29926896773,49.2827,-123.1207
2025-09-16,Dartmouth,Canada,Apparel,Streetwear Cap,17304.998520322144,4056.555806314101,44.6662,-63.5682
2025-12-25,New York,United States,Apparel,Streetwear Cap,16753.2186212522,3466.833748632458,40.7128,-74.006
2025-03-31,Miami,United States,Apparel,Streetwear Cap,16368.091289259793,3323.258386712428,25.7617,-80.1918
2025-12-08,Dartmouth,Canada,Tech Support,24/7 Support,16122.321680838759,6862.223876277878,44.6662,-63.5682
2025-11-14,New York,United States,Tech Support,Cloud Migration,19164.49499452308,7262.749827281233,40.7128,-74.006
2025-04-18,Halifax,Canada,Apparel,ME-U Hoodie,21708.892194371256,7396.168586783492,44.6488,-63.5752
2025-08-17,Toronto,Canada,Apparel,ME-U Hoodie,14738.324146934981,5296.942460575235,43.6532,-79.3832
2025-07-14,New York,United States,Data Analytics,Server Rack,23511.70564898304,11287.410170784637,40.7128,-74.006
2025-07-18,New York,United States,Tech Support,Cloud Migration,12262.440792550911,5701.363849880838,40.7128,-74.006
2025-12-30,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,15627.306596530263,7147.6763888136875,44.6662,-63.5682
2025-05-31,Miami,United States,Data Analytics,Server Rack,9208.943295341467,2629.7295113649666,25.7617,-80.1918
2025-06-18,Dartmouth,Canada,Apparel,ME-U Hoodie,8260.063533053311,3661.1131376774633,44.6662,-63.5682
2025-04-28,Toronto,Canada,Apparel,Streetwear Cap,5578.1281183239225,2667.3581594427224,43.6532,-79.3832
2026-01-12,New York,United States,Tech Support,Cloud Migration,11242.852307225086,2906.643615511357,40.7128,-74.006
2025-04-06,Miami,United States,Apparel,Streetwear Cap,3470.2633737216606,892.781460629156,25.7617,-80.1918
2025-08-25,New York,United States,Tech Support,24/7 Support,18967.657765331474,6855.882132725202,40.7128,-74.006
2025-11-19,New York,United States,Data Analytics,BI Dashboard Pro,12939.958663317764,5284.0144383151155,40.7128,-74.006
2025-09-12,Toronto,Canada,Apparel,ME-U Hoodie,19998.411641305276,7459.617038365445,43.6532,-79.3832
2025-12-01,Toronto,Canada,Apparel,Streetwear Cap,18719.665121498278,7755.577942294907,43.6532,-79.3832
2025-06-12,Halifax,Canada,Data Analytics,Server Rack,22758.03262207963,10826.432354599305,44.6488,-63.5752
2025-11-22,Vancouver,Canada,Data Analytics,BI Dashboard Pro,6893.806945875624,3319.161966271417,49.2827,-123.1207
2025-05-21,Toronto,Canada,Apparel,ME-U Hoodie,12568.200687561095,2568.7173442840804,43.6532,-79.3832
2025-10-07,Dartmouth,Canada,Apparel,ME-U Hoodie,13141.802937894056,4397.272728135894,44.6662,-63.5682
2025-01-12,Halifax,Canada,Data Analytics,Quantivo AI License,12966.247203636596,5095.26433026095,44.6488,-63.5752
2025-09-27,Miami,United States,Data Analytics,Quantivo AI License,14889.457103856575,6458.512801449706,25.7617,-80.1918
2025-07-21,Vancouver,Canada,Apparel,ME-U Hoodie,7424.599880334045,3580.1571908347496,49.2827,-123.1207
2025-06-14,Miami,United States,Tech Support,24/7 Support,17505.31505037245,3771.0259813107214,25.7617,-80.1918
2025-02-13,New York,United States,Apparel,ME-U Hoodie,5249.947951977682,2513.0640479327826,40.7128,-74.006
2025-12-13,Miami,United States,Tech Support,24/7 Support,1147.2168245763585,496.6434717638198,25.7617,-80.1918
2025-07-05,Dartmouth,Canada,Data Analytics,Server Rack,22653.997197664317,8763.605724186647,44.6662,-63.5682
2025-03-14,Halifax,Canada,Apparel,Streetwear Cap,21096.781014684853,9366.876580961442,44.6488,-63.5752
2025-08-22,New York,United States,Data Analytics,Quantivo AI License,22625.581162450002,5977.231113708328,40.7128,-74.006
2025-12-08,Vancouver,Canada,Data Analytics,Server Rack,6159.462189557174,2275.24696088995,49.2827,-123.1207
2026-01-31,Halifax,Canada,Tech Support,Cloud Migration,4814.209999483539,1739.1034288592962,44.6488,-63.5752
2025-12-02,Toronto,Canada,Tech Support,Cloud Migration,9675.880199698036,2278.1574741538857,43.6532,-79.3832
2025-03-07,Toronto,Canada,Apparel,Streetwear Cap,14853.170911526744,4658.393965828982,43.6532,-79.3832
2025-10-01,Halifax,Canada,Apparel,ME-U Hoodie,23660.3961038579,5290.0590471797295,44.6488,-63.5752
2026-01-07,Halifax,Canada,Tech Support,24/7 Support,12054.642452570122,4688.2651886174735,44.6488,-63.5752
2025-04-10,Toronto,Canada,Tech Support,Cloud Migration,11491.838605072986,4359.734120572981,43.6532,-79.3832
2025-07-12,Dartmouth,Canada,Data Analytics,Quantivo AI License,22095.891535941326,7260.542563201812,44.6662,-63.5682
2025-01-04,Dartmouth,Canada,Apparel,Streetwear Cap,2205.6621339723115,539.5656342300483,44.6662,-63.5682
2025-10-10,Vancouver,Canada,Tech Support,Cloud Migration,5298.599208526702,1723.0240207438874,49.2827,-123.1207
2025-07-09,New York,United States,Tech Support,24/7 Support,4802.871056433267,1808.5386029095416,40.7128,-74.006
2025-05-19,Miami,United States,Tech Support,Cloud Migration,15636.137035916636,4981.04686143705,25.7617,-80.1918
2025-05-14,Toronto,Canada,Apparel,ME-U Hoodie,2737.4643914251083,748.9175329985253,43.6532,-79.3832
2026-01-29,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,1334.0708395416066,618.3368278340638,44.6662,-63.5682
2026-01-09,Vancouver,Canada,Tech Support,24/7 Support,5528.514654664184,1539.5441455966454,49.2827,-123.1207
2025-06-28,Toronto,Canada,Apparel,ME-U Hoodie,13827.767832142372,3471.128320091257,43.6532,-79.3832
2025-02-27,Halifax,Canada,Data Analytics,BI Dashboard Pro,14824.093620107866,6369.171644661886,44.6488,-63.5752
2025-05-24,Toronto,Canada,Data Analytics,Server Rack,18434.233426987983,4910.889551386317,43.6532,-79.3832
2025-10-04,Miami,United States,Data Analytics,BI Dashboard Pro,21529.936849367314,8722.008550011466,25.7617,-80.1918
2025-05-06,Vancouver,Canada,Data Analytics,BI Dashboard Pro,9336.610468118186,3021.6862641762787,49.2827,-123.1207
2025-11-26,New York,United States,Data Analytics,BI Dashboard Pro,11530.233183947435,4977.448983007967,40.7128,-74.006
2025-10-22,New York,United States,Tech Support,Cloud Migration,20506.973853300417,9676.442062743481,40.7128,-74.006
2026-01-21,Toronto,Canada,Data Analytics,BI Dashboard Pro,9829.833696151063,2855.5393258641298,43.6532,-79.3832
2025-10-19,Dartmouth,Canada,Apparel,Streetwear Cap,24122.16564531669,5235.0792378273045,44.6662,-63.5682
2025-03-12,Halifax,Canada,Data Analytics,Server Rack,18231.95845530831,5220.21527879009,44.6488,-63.5752
2025-07-17,Toronto,Canada,Apparel,ME-U Hoodie,4230.0135077893065,1571.979942239012,43.6532,-79.3832
2025-09-09,Miami,United States,Data Analytics,Quantivo AI License,2873.37278785854,1424.0969726574717,25.7617,-80.1918
2025-04-21,Toronto,Canada,Apparel,Streetwear Cap,17877.617439124657,3728.996518277213,43.6532,-79.3832
2025-02-01,Vancouver,Canada,Tech Support,Cloud Migration,6666.193893320969,2984.3486362319377,49.2827,-123.1207
2025-08-04,Dartmouth,Canada,Tech Support,Cloud Migration,9503.531887154084,4638.127549133877,44.6662,-63.5682
2025-10-03,Dartmouth,Canada,Data Analytics,Server Rack,4856.5598524614,1691.3716630735378,44.6662,-63.5682
2025-09-06,Halifax,Canada,Data Analytics,Server Rack,18455.025982454546,8714.401929089638,44.6488,-63.5752
2025-12-26,Halifax,Canada,Tech Support,24/7 Support,10477.02734349663,4591.01223488856,44.6488,-63.5752
2025-05-06,Toronto,Canada,Apparel,Streetwear Cap,1106.727721941045,429.691810173465,43.6532,-79.3832
2025-12-12,Toronto,Canada,Tech Support,24/7 Support,15122.12694508511,5759.683119306596,43.6532,-79.3832
2025-01-05,Halifax,Canada,Data Analytics,Server Rack,21332.681659178692,9773.613147032484,44.6488,-63.5752
2025-11-20,Halifax,Canada,Apparel,Streetwear Cap,20934.126809264624,9993.433195648035,44.6488,-63.5752
2026-01-02,New York,United States,Tech Support,24/7 Support,6452.620211760591,2683.386078097436,40.7128,-74.006
2026-01-24,Toronto,Canada,Tech Support,Cloud Migration,9431.70403236195,3101.2000012269355,43.6532,-79.3832
2026-01-30,Halifax,Canada,Tech Support,Cloud Migration,12054.048553448134,5588.416969595885,44.6488,-63.5752
2025-10-30,Miami,United States,Apparel,Streetwear Cap,12047.803238519613,3573.0086829841234,25.7617,-80.1918
2026-02-03,Toronto,Canada,Data Analytics,Server Rack,10205.668286103974,4924.228372225717,43.6532,-79.3832
2025-04-20,Vancouver,Canada,Data Analytics,Server Rack,5780.246060734309,1897.342157150852,49.2827,-123.1207
2026-01-05,Vancouver,Canada,Tech Support,Cloud Migration,12679.009212315214,5481.318392042204,49.2827,-123.1207
2026-01-23,Halifax,Canada,Tech Support,24/7 Support,19355.686618862106,7298.906813235506,44.6488,-63.5752
2025-04-29,Dartmouth,Canada,Tech Support,Cloud Migration,24023.110803896787,9109.335515370378,44.6662,-63.5682
2025-05-30,New York,United States,Tech Support,24/7 Support,17821.271946382574,7564.510098751423,40.7128,-74.006
2025-07-28,New York,United States,Tech Support,24/7 Support,11513.439571734878,4960.881297789739,40.7128,-74.006
2025-12-02,Halifax,Canada,Tech Support,24/7 Support,19950.849086930044,7501.792863588972,44.6488,-63.5752
2025-04-13,New York,United States,Apparel,Streetwear Cap,23305.012944184615,5752.316493343261,40.7128,-74.006
2026-02-03,Halifax,Canada,Data Analytics,Server Rack,22213.080375516725,10791.241232499546,44.6488,-63.5752
2025-06-17,New York,United States,Apparel,Streetwear Cap,9952.443096914198,4441.37996761673,40.7128,-74.006
2025-03-23,Dartmouth,Canada,Tech Support,24/7 Support,4496.0163212147145,1386.858089621976,44.6662,-63.5682
2026-01-26,Halifax,Canada,Tech Support,24/7 Support,2074.110235713743,805.851246704871,44.6488,-63.5752
2025-12-08,Halifax,Canada,Tech Support,Cloud Migration,15390.273585500308,5422.476721808206,44.6488,-63.5752
2026-01-25,Toronto,Canada,Apparel,Streetwear Cap,10806.02722928683,3813.49573126604,43.6532,-79.3832
2025-06-08,Miami,United States,Data Analytics,Server Rack,11624.299119057248,5511.709881723403,25.7617,-80.1918
2025-01-01,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,2973.157361316902,1143.479462216025,44.6662,-63.5682
2025-04-20,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,8762.509957061015,2459.8681045756334,44.6662,-63.5682
2025-11-07,Dartmouth,Canada,Tech Support,Cloud Migration,4897.317687264662,1522.852144514229,44.6662,-63.5682
2025-11-04,Dartmouth,Canada,Tech Support,24/7 Support,21404.07007492827,4741.099078582238,44.6662,-63.5682
2025-04-18,Toronto,Canada,Data Analytics,Server Rack,3961.0622398746546,1750.888545280353,43.6532,-79.3832
2025-09-10,Toronto,Canada,Data Analytics,BI Dashboard Pro,19163.517131837147,9439.514224476165,43.6532,-79.3832
2025-06-25,Vancouver,Canada,Data Analytics,Quantivo AI License,8802.230017100637,2327.7904473472677,49.2827,-123.1207
2025-08-30,Halifax,Canada,Apparel,ME-U Hoodie,20110.74510090635,8540.30509151711,44.6488,-63.5752
2025-12-01,Halifax,Canada,Tech Support,24/7 Support,19860.971654534453,9897.816505785826,44.6488,-63.5752
2025-01-27,Halifax,Canada,Apparel,ME-U Hoodie,17325.88463399915,5085.273935575963,44.6488,-63.5752
2025-09-26,Vancouver,Canada,Data Analytics,Server Rack,24133.21078860576,9300.824382493869,49.2827,-123.1207
2025-04-17,Vancouver,Canada,Data Analytics,Server Rack,3766.301714543279,1507.5552534649646,49.2827,-123.1207
2026-01-16,Miami,United States,Data Analytics,Quantivo AI License,10974.709582777601,5356.135633821395,25.7617,-80.1918
2025-06-14,Halifax,Canada,Data Analytics,BI Dashboard Pro,20289.538902228025,8082.60375713164,44.6488,-63.5752
2025-05-16,Miami,United States,Tech Support,24/7 Support,16777.7519919205,7067.558534308965,25.7617,-80.1918
2025-04-03,Dartmouth,Canada,Apparel,ME-U Hoodie,3765.619023171411,1505.827714345545,44.6662,-63.5682
2025-10-08,Dartmouth,Canada,Apparel,ME-U Hoodie,5861.525031684528,2826.6733542601623,44.6662,-63.5682
2025-08-19,Vancouver,Canada,Tech Support,24/7 Support,23005.341926685494,9598.298928320757,49.2827,-123.1207
2026-01-14,Vancouver,Canada,Apparel,ME-U Hoodie,21115.163487657584,9607.701102510808,49.2827,-123.1207
2025-04-03,Halifax,Canada,Tech Support,Cloud Migration,2300.1855422256217,605.5367646247479,44.6488,-63.5752
2026-01-17,Miami,United States,Tech Support,Cloud Migration,16440.620720079467,6493.262951495694,25.7617,-80.1918
2025-06-11,Halifax,Canada,Data Analytics,Quantivo AI License,11618.321904600089,3573.21098810242,44.6488,-63.5752
2025-04-23,Toronto,Canada,Tech Support,24/7 Support,22474.85297761453,8580.455845540402,43.6532,-79.3832
2025-07-14,Dartmouth,Canada,Data Analytics,Quantivo AI License,6744.12362159092,2484.02611202216,44.6662,-63.5682
2025-10-19,Vancouver,Canada,Apparel,ME-U Hoodie,6382.744496169374,1529.69562290242,49.2827,-123.1207
2025-05-04,Vancouver,Canada,Tech Support,Cloud Migration,9507.997639461524,2937.258404264597,49.2827,-123.1207
2025-12-23,Halifax,Canada,Apparel,ME-U Hoodie,1687.5814956372687,643.8721460104956,44.6488,-63.5752
2025-09-04,Halifax,Canada,Tech Support,24/7 Support,18573.12578615112,4587.009151751184,44.6488,-63.5752
2026-01-24,Vancouver,Canada,Tech Support,24/7 Support,22955.265014744477,9760.673356343339,49.2827,-123.1207
2025-10-17,Vancouver,Canada,Apparel,Streetwear Cap,9098.041893467063,2611.498578125762,49.2827,-123.1207
2025-01-22,Dartmouth,Canada,Apparel,ME-U Hoodie,24084.996503173745,10704.444248452657,44.6662,-63.5682
2025-11-20,New York,United States,Tech Support,Cloud Migration,5328.666915338248,1114.3440482333672,40.7128,-74.006
2025-04-08,Halifax,Canada,Data Analytics,Server Rack,14065.040583849528,6760.91284166805,44.6488,-63.5752
2025-08-07,Vancouver,Canada,Apparel,Streetwear Cap,3012.9509960967057,1274.8723784285955,49.2827,-123.1207
2025-07-12,Toronto,Canada,Tech Support,Cloud Migration,6463.273597909953,2986.86621008467,43.6532,-79.3832
2025-07-22,Dartmouth,Canada,Apparel,Streetwear Cap,16729.53047892369,5981.714013056778,44.6662,-63.5682
2025-06-25,Toronto,Canada,Apparel,Streetwear Cap,11423.18435634392,4019.7758171144174,43.6532,-79.3832
2025-05-25,Miami,United States,Tech Support,24/7 Support,24433.8981692582,5716.020770246122,25.7617,-80.1918
2026-01-02,Miami,United States,Apparel,Streetwear Cap,6186.487371143978,1882.411320443613,25.7617,-80.1918
2025-01-18,Toronto,Canada,Apparel,Streetwear Cap,12273.07787796581,4937.201676374976,43.6532,-79.3832
2025-03-18,Miami,United States,Data Analytics,Quantivo AI License,8900.576155795115,3334.3789319138423,25.7617,-80.1918
2025-08-20,New York,United States,Tech Support,24/7 Support,4253.4209748902595,1357.263816072881,40.7128,-74.006
2025-11-26,New York,United States,Apparel,ME-U Hoodie,14827.988298976377,7062.796029076929,40.7128,-74.006
2025-02-09,Halifax,Canada,Tech Support,Cloud Migration,12026.910412115094,5774.218673329052,44.6488,-63.5752
2025-01-10,Vancouver,Canada,Tech Support,24/7 Support,11962.721910994092,4767.072092976272,49.2827,-123.1207
2025-03-04,Dartmouth,Canada,Apparel,ME-U Hoodie,9505.581373835625,3929.602465647177,44.6662,-63.5682
2025-02-06,Miami,United States,Data Analytics,BI Dashboard Pro,15587.898034767755,5813.350061423479,25.7617,-80.1918
2025-07-21,Toronto,Canada,Data Analytics,Quantivo AI License,19472.719110686874,5354.808534805839,43.6532,-79.3832
2025-11-22,Toronto,Canada,Apparel,ME-U Hoodie,18831.514213100887,5850.226122072029,43.6532,-79.3832
2025-01-28,Toronto,Canada,Tech Support,Cloud Migration,7078.895978262955,2491.862385447387,43.6532,-79.3832
2026-01-11,Vancouver,Canada,Apparel,Streetwear Cap,24126.13106776996,6849.929400653918,49.2827,-123.1207
2025-01-06,Miami,United States,Tech Support,Cloud Migration,20519.66039652144,4621.571206493191,25.7617,-80.1918
2025-07-30,Toronto,Canada,Tech Support,24/7 Support,4072.609742302654,1310.7076799273436,43.6532,-79.3832
2025-04-03,Halifax,Canada,Tech Support,Cloud Migration,9550.607831541352,4461.546393053093,44.6488,-63.5752
2026-01-07,Halifax,Canada,Data Analytics,Quantivo AI License,23433.2298572362,6969.7892834367785,44.6488,-63.5752
2025-12-15,Toronto,Canada,Apparel,ME-U Hoodie,17986.89281213065,8259.541667672791,43.6532,-79.3832
2025-12-28,Miami,United States,Apparel,Streetwear Cap,16189.985242139694,6523.998712970966,25.7617,-80.1918
2025-11-11,New York,United States,Apparel,Streetwear Cap,16321.78734480412,3473.531224487862,40.7128,-74.006
2026-02-02,New York,United States,Apparel,ME-U Hoodie,15057.354310603983,4560.764520219457,40.7128,-74.006
2025-07-09,Vancouver,Canada,Apparel,ME-U Hoodie,17797.057501184157,6120.448186738708,49.2827,-123.1207
2025-11-05,New York,United States,Tech Support,Cloud Migration,19797.785495162567,9231.990964691327,40.7128,-74.006
2025-12-20,Toronto,Canada,Apparel,Streetwear Cap,7344.3215580096185,3493.6419323202413,43.6532,-79.3832
2025-04-28,Toronto,Canada,Data Analytics,Server Rack,7973.788243704948,3252.488427886388,43.6532,-79.3832
2025-01-01,Dartmouth,Canada,Apparel,ME-U Hoodie,17379.643821242338,6299.134665481952,44.6662,-63.5682
2025-03-14,Vancouver,Canada,Apparel,Streetwear Cap,7135.455044016145,3219.9173096163236,49.2827,-123.1207
2025-06-02,Vancouver,Canada,Data Analytics,Server Rack,23155.381674325283,8101.667853141605,49.2827,-123.1207
2025-05-29,New York,United States,Apparel,ME-U Hoodie,14429.723786983186,5500.294131454442,40.7128,-74.006
2025-08-23,Halifax,Canada,Apparel,ME-U Hoodie,13911.074631614267,4999.995277726172,44.6488,-63.5752
2025-03-01,Halifax,Canada,Apparel,ME-U Hoodie,10789.961839014672,3396.76236486987,44.6488,-63.5752
2025-05-14,New York,United States,Data Analytics,Quantivo AI License,14844.656929262728,3904.2122385960465,40.7128,-74.006
2025-06-18,Halifax,Canada,Apparel,ME-U Hoodie,1059.6000139121102,449.05878934335186,44.6488,-63.5752
2025-04-29,Miami,United States,Data Analytics,BI Dashboard Pro,11946.547439691409,4734.929276004826,25.7617,-80.1918
2025-09-03,Vancouver,Canada,Data Analytics,Server Rack,15497.070698700303,7703.125267476878,49.2827,-123.1207
2026-01-16,Dartmouth,Canada,Tech Support,24/7 Support,15942.673411809636,4796.818419674545,44.6662,-63.5682
2025-10-13,Halifax,Canada,Apparel,ME-U Hoodie,2802.1788563614614,901.6301095764063,44.6488,-63.5752
2025-04-20,Dartmouth,Canada,Data Analytics,Quantivo AI License,10176.335713042257,3149.6500816178595,44.6662,-63.5682
2025-08-22,New York,United States,Data Analytics,Quantivo AI License,23857.14235165832,9190.247568144829,40.7128,-74.006
2025-06-19,Vancouver,Canada,Tech Support,24/7 Support,20871.769530258265,6252.948596700429,49.2827,-123.1207
